;artists;Title;Title language;Artist name language;Artist name language ISO;Artist name language FULL;Title language ISO;Title language FULL
145449;Hector Berlioz,Pierre Monteux;Symphonie fantastique, Op. 14, H 48: IV. Marche au supplice;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145475;Claude Debussy,Robert Casadesus;Préludes, Livre 1, L. 117: 11. La Sanse de Puck. Capricieux et léger;['fr', 'french'];['en', 'english'];en;english;fr;french
145476;Claude Debussy,Robert Casadesus;Images, Book I, L. 110: I. Reflets dans l'eau. Andantiono molto;['fr', 'french'];['en', 'english'];en;english;fr;french
145493;Jacques Ibert,Pierre Monteux;Escales: I. Rome - Palermo - Calme;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145503;"Igor Stravinsky', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Divertimento from ""Baiser de la fée"": Pas de deux (Adagio-Variation-Coda)";['fr', 'french'];['fr', 'french'];fr;french;fr;french
145517;Claude Debussy,Robert Casadesus,Gaby Casadesus;Six épigraphes antiques, L. 131: III. Pour que la nuit soit propice;['fr', 'french'];['en', 'english'];en;english;fr;french
145529;Claude Debussy,Robert Casadesus;Préludes, Livre 1, L. 117: 10. La Cathédrale engloutie. Profondément calme;['fr', 'french'];['en', 'english'];en;english;fr;french
145541;Gustave Charpentier,Ileana Cotrubas,New Philharmonia Orchestra,Georges Prêtre;Depuis le jour from Louise - Voice;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145550;Giacomo Puccini,Arturo Toscanini;La Bohème: Act IV: In un coupé?;['fr', 'french'];['it', 'italian'];it;italian;fr;french
145554;Igor Stravinsky,London Philharmonic Orchestra,Ernest Ansermet;The Firebird (L'oiseau de feu) - Suite (1919): Finale;['fr', 'french'];['en', 'english'];en;english;fr;french
145674;Étienne Lorin,Bourvil;Par la fenêtre (1948) La rumba du pinceau;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145678;Georges Van Parys;Les Misérables (1958) Thème principal;['fr', 'french'];['af', 'afrikaans'];af;afrikaans;fr;french
145690;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Seconde partie: Le sacrifice (Part II: The Sacrifice): Action rituelle des ancêtres (Ritual Action of the Ancestors);['fr', 'french'];['en', 'english'];en;english;fr;french
145693;Frédéric Chopin,Byron Janis;Étude No. 3 in F Major from 12 Études, Op. 25;['fr', 'french'];['en', 'english'];en;english;fr;french
145741;Igor Stravinsky,Columbia Symphony Orchestra;L'Oiseau de feu: Khorovod: Ronde des princesses - 1910 version;['fr', 'french'];['en', 'english'];en;english;fr;french
145777;Georges Bizet,Richard Tucker,Emil Cooper;"Le Pecheur de perles: ""A cette voix quel trouble - je crois entendre encore""";['fr', 'french'];['lb', 'luxembourgish'];lb;luxembourgish;fr;french
145797;Veronica Gonzalez Day;Mon Dieu;['fr', 'french'];['en', 'english'];en;english;fr;french
145800;Étienne Nicolas Méhul,Richard Tucker,Pierre Dervaux;"Joseph en Egypte: ""Champs paternels"" - Remasterd 2013";['fr', 'french'];['fr', 'french'];fr;french;fr;french
145824;Lata Mangeshkar;Hans Le Ga Le O Chand Mere;['fr', 'french'];['hi', 'hindi'];hi;hindi;fr;french
145826;Bourvil;Attachement;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145894;Igor Stravinsky;Orpheus: Deuxième tableau: Interlude;['fr', 'french'];['en', 'english'];en;english;fr;french
145951;Charles Aznavour,Pierre Roche;En revenant de Québec;['fr', 'french'];['fr', 'french'];fr;french;fr;french
145959;Igor Stravinsky;Danses concertantes for Chamber Orchestra: IV. Pas de deux;['fr', 'french'];['en', 'english'];en;english;fr;french
146052;Georges Bizet,Fritz Reiner;Carmen: Act I: La cloche a sonné (Chorus of Cigarette Girls);['fr', 'french'];['de', 'german'];de;german;fr;french
146055;Libera Borderau and Ti Yogan;M'Pas Bwè M'Pas Mangé: Work Song;['fr', 'french'];['ro', 'romanian'];ro;romanian;fr;french
146073;Jean Cocteau,André Parinaud,Yvette Guilbert;La politique / Colette;['fr', 'french'];['co', 'corsican'];co;corsican;fr;french
146084;Fabre Duroseau;Soir No. 2, Un - Meringue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146088;"Claude Debussy,Pierre Mollet,Heinz Rehfuss', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 3: ""Ah, je respire enfin""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
146089;Matthias Kadar;Pensée des morts;['fr', 'french'];['tr', 'turkish'];tr;turkish;fr;french
146103;Matthias Kadar;Le temps ne fait rien à l'affaire;['fr', 'french'];['tr', 'turkish'];tr;turkish;fr;french
146122;François Mauriac,Jean Amrouche;Ecrivain chez les Mauriac;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146126;Maurice Ravel,Robert Casadesus;Valses nobles et sentimentales, M. 61: VIII. Épilogue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146144;Hector Berlioz,Concertgebouworkest,Eduard van Beinum;Symphonie fantastique, Op.14: 3. Scène aux champs (Adagio);['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
146158;Maurice Ravel,Robert Casadesus;Valses nobles et sentimentales, M. 61: IV. Assez animé;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146162;Yves Montand;Rien Dans Les Mains Rien Dans Les Poches;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146170;"Claude Debussy,Pierre Mollet,Suzanne Danco', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 4: ""C'est le dernier soir""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
146189;Claude Debussy,Walter Gieseking;Debussy: Hommage à Haydn, L. 123, L. 115;['fr', 'french'];['en', 'english'];en;english;fr;french
146196;Chanson Valaisan;Faisons a Petite Pas (Dance Song);['fr', 'french'];['fr', 'french'];fr;french;fr;french
146220;Yves Montand;Car je t'aime - Récital au Théâtre de L'etoile;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146243;Gilbert Bécaud;Madame Pompadour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146263;Alan Mills;Meunier, Tu Dors;['fr', 'french'];['en', 'english'];en;english;fr;french
146324;Mitch Miller;Au Revoir Again;['fr', 'french'];['en', 'english'];en;english;fr;french
146584;B.B. King;Troubles, Troubles, Troubles;['fr', 'french'];['en', 'english'];en;english;fr;french
146691;Roger Williams;Jalousie;['fr', 'french'];['en', 'english'];en;english;fr;french
146702;Sarah Vaughan;C'est La Vie;['fr', 'french'];['en', 'english'];en;english;fr;french
146814;Serge Gainsbourg;Le claqueur de doigts;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146826;Michel Legrand;La vie en rose;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146839;Alexander Scriabin,Glenn Gould;2 Pieces, Op. 57: No. 2, Caresse dansée;['fr', 'french'];['en', 'english'];en;english;fr;french
146866;Serge Gainsbourg;Mambo miam miam;['fr', 'french'];['fr', 'french'];fr;french;fr;french
146956;Peggy Lee;C'est Magnifique;['fr', 'french'];['en', 'english'];en;english;fr;french
147024;Camille Saint-Saëns,Eugene Ormandy,Philadelphia Orchestra;Suite algérienne, Op. 60: IV. Marche militaire française;['fr', 'french'];['en', 'english'];en;english;fr;french
147054;John Coltrane;Harmonique;['fr', 'french'];['en', 'english'];en;english;fr;french
147057;"Paul Dukas', ""L'Orchestre National de France"", 'Lorin Maazel,Orchestre National De France";L'apprenti sorcier;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147095;Arthur Honegger,Leonard Bernstein,New York Philharmonic;Pastorale d'été, H.31;['fr', 'french'];['en', 'english'];en;english;fr;french
147110;Dean Martin;C'est Magnifique;['fr', 'french'];['en', 'english'];en;english;fr;french
147172;Serge Gainsbourg;Les cigarillos;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147528;Perry Como;Souvenir d'Italie;['fr', 'french'];['pt', 'portuguese'];pt;portuguese;fr;french
147533;Charles Aznavour;Paris au mois d'août;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147568;Charles Aznavour;Et moi dans mon coin - Remastered 2014;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147569;Jacques Dutronc;L'espace d'une fille;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147622;Françoise Hardy;Il n'y a pas d'amour heureux - Remasterisé en 2016;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147664;Jacqueline Taieb;Le cœur au bout des doigts;['fr', 'french'];['fr', 'french'];fr;french;fr;french
147734;Sonora Ponceña,Papo Lucca;Hachero Pa' Un Palo;['fr', 'french'];['it', 'italian'];it;italian;fr;french
147765;Serge Reggiani;Il suffirait de presque rien - Nouveau mix;['fr', 'french'];['it', 'italian'];it;italian;fr;french
148075;Charles Aznavour;Comme ils disent;['fr', 'french'];['fr', 'french'];fr;french;fr;french
148199;Françoise Hardy;Message personnel - Remasterisé en 2013;['fr', 'french'];['fr', 'french'];fr;french;fr;french
148296;Dan Fogelberg;Souvenirs;['fr', 'french'];['sv', 'swedish'];sv;swedish;fr;french
148328;Charles Aznavour;Tous les visages de l'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
148337;Billy Joel;Souvenir;['fr', 'french'];['en', 'english'];en;english;fr;french
148454;The Meters;Mardi Gras Mambo;['fr', 'french'];['en', 'english'];en;english;fr;french
148460;Ataraxia;Deja Vu;['fr', 'french'];['en', 'english'];en;english;fr;french
148478;Charles Aznavour;Mes emmerdes - Remastered 2014;['fr', 'french'];['fr', 'french'];fr;french;fr;french
148519;Joe Dassin;A toi;['fr', 'french'];['fr', 'french'];fr;french;fr;french
148551;Jules Massenet,James Galway,David Measham,National Philharmonic Orchestra;Méditation;['fr', 'french'];['en', 'english'];en;english;fr;french
148728;Julien Clerc;Ma préférence;['fr', 'french'];['fr', 'french'];fr;french;fr;french
149106;Indochine;L'aventurier;['fr', 'french'];['fr', 'french'];fr;french;fr;french
149260;Franck Pourcel;Hymne à l'amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
149270;The Durutti Column;Bordeaux;['fr', 'french'];['en', 'english'];en;english;fr;french
149587;Édith Piaf;Sous le ciel de Paris;['fr', 'french'];['fr', 'french'];fr;french;fr;french
149949;Maurice Ravel,Louis Lortie,Hélène Mercier;Ma mère l'oye, M. 60 (Version for Piano Duo): III. Laideronnette, imperatrice des pagodes;['fr', 'french'];['fr', 'french'];fr;french;fr;french
150195;Maurice Ravel,Werner Haas;A la manière de. . . Chabrier;['fr', 'french'];['en', 'english'];en;english;fr;french
150312;Wolfgang Amadeus Mozart,Wilfried Gahmlich,Hellen Kwon,Lotte Leitner,Herbert Lippert,Elizabeth Norberg-Schulz,Kurt Rydl,Georg Tichy,Julia Faulkner,Waltraud Winsauer,Anna Gonda,Hungarian Festival Chorus,Budapest Failoni Chamber Orchestra,Michael Halasz;Die Zauberflöte, K. 620: Ouverture;['fr', 'french'];['de', 'german'];de;german;fr;french
150351;Nine Inch Nails;Ruiner;['fr', 'french'];['en', 'english'];en;english;fr;french
150369;Brigitte Bardot;Moi je joue;['fr', 'french'];['fr', 'french'];fr;french;fr;french
150419;Céline Dion;Pour que tu m'aimes encore;['fr', 'french'];['fr', 'french'];fr;french;fr;french
150470;Daft Punk;Musique;['fr', 'french'];['en', 'english'];en;english;fr;french
150476;Claude Debussy,Jean-Yves Thibaudet;Rêverie, L. 68: Rêverie;['fr', 'french'];['en', 'english'];en;english;fr;french
150535;Ghostface Killah,U-God;Cherchez LaGhost;['fr', 'french'];['en', 'english'];en;english;fr;french
150879;Keren Ann;Jardin d'hiver;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
151094;Erik Satie,Jean-Yves Thibaudet;3 Gymnopédies: No.1 Lent et douloureux;['fr', 'french'];['fr', 'french'];fr;french;fr;french
151139;Jacky Terrasson;Sous Le Ciel De Paris;['fr', 'french'];['fr', 'french'];fr;french;fr;french
151310;Madeleine Peyroux;J'ai Deux Amours;['fr', 'french'];['en', 'english'];en;english;fr;french
151360;ZZ Top;La Grange - 1999 Remaster;['fr', 'french'];['en', 'english'];en;english;fr;french
151602;Beirut;Nantes;['fr', 'french'];['en', 'english'];en;english;fr;french
151625;Chris Cornell;Billie Jean;['fr', 'french'];['en', 'english'];en;english;fr;french
151848;Eminem;Deja Vu;['fr', 'french'];['en', 'english'];en;english;fr;french
151961;Erik Satie,Cristina Ariagno;Enfantillages pittoresques: II. Berceuse;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
152024;C418;Équinoxe;['fr', 'french'];['yo', 'yoruba'];yo;yoruba;fr;french
152093;Tame Impala;Endors Toi;['fr', 'french'];['gu', 'gujarati'];gu;gujarati;fr;french
152325;Bas,J. Cole,KQuick;Lit - Bonus;['fr', 'french'];['en', 'english'];en;english;fr;french
152360;"""Gigi D'Agostino""";L'amour Toujours (Small Mix);['fr', 'french'];['it', 'italian'];it;italian;fr;french
152820;Glass Animals;Your Love (Déjà Vu);['fr', 'french'];['en', 'english'];en;english;fr;french
152828;J Balvin;Gris;['fr', 'french'];['en', 'english'];en;english;fr;french
152877;Frédéric Chopin,Ignaz Friedman;12 études, Op. 10: No. 12 in C Minor;['fr', 'french'];['en', 'english'];en;english;fr;french
152878;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 11 in E-Flat Major;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152889;Frédéric Chopin,Vladimir Horowitz;12 études, Op. 10: No. 8 in F Major;['fr', 'french'];['en', 'english'];en;english;fr;french
152890;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 10 in A-Flat Major;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152892;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 7 in C Major;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152893;Frédéric Chopin,Maurizio Pollini;12 études, Op. 10: No. 1 in C Major;['fr', 'french'];['it', 'italian'];it;italian;fr;french
152896;Frédéric Chopin,Samson François;12 études, Op. 25: No. 8 in D-Flat Major;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152903;Frédéric Chopin,Samson François;12 études, Op. 25: No. 3 in F Major;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152917;Frédéric Chopin,Samson François;12 études, Op. 25: No. 6 in G-Sharp Minor;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152919;Frédéric Chopin,Josef Lhevinne;12 études, Op. 25: No. 6 in G-Sharp Minor;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152922;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 6 in E-Flat Minor;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152928;Frédéric Chopin,Arthur Rubinstein;Trois nouvelles études, B. 130: No. 3 in D-Flat Major;['fr', 'french'];['en', 'english'];en;english;fr;french
152930;Frédéric Chopin,Samson François;12 études, Op. 25: No. 1 in A-Flat Major;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152933;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 12 in C Minor;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152957;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 3 in E Major;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152960;Frédéric Chopin,Samson François;12 études, Op. 25: No. 4 in A Minor;['fr', 'french'];['fr', 'french'];fr;french;fr;french
152963;Frédéric Chopin,Arthur Rubinstein;Trois nouvelles études, B. 130: No. 2 in A-Flat Major;['fr', 'french'];['en', 'english'];en;english;fr;french
152965;Frédéric Chopin,Paul Badura-Skoda;12 études, Op. 10: No. 5 in G-Flat;['fr', 'french'];['pl', 'polish'];pl;polish;fr;french
152967;Frédéric Chopin,Vladimir Horowitz;"Polonaise in A-Flat Major, Op. 53 ""Héroïque""";['fr', 'french'];['en', 'english'];en;english;fr;french
152968;Frédéric Chopin,Vlado Perlemuter;Polonaise-Fantaisie in A-Flat Major, Op. 61;['fr', 'french'];['sk', 'slovak'];sk;slovak;fr;french
152991;Nina Myral;Dans Les Magasins;['fr', 'french'];['no', 'norwegian'];no;norwegian;fr;french
153013;Hector Berlioz,Staatskapelle Berlin,Erich Kleiber;Le carnaval romain, Op. 9, H 95;['fr', 'french'];['de', 'german'];de;german;fr;french
153030;Damia;Hantise;['fr', 'french'];['ms', 'malay'];ms;malay;fr;french
153036;Arletty;Moi Je Cherche Un Emploi;['fr', 'french'];['en', 'english'];en;english;fr;french
153038;Maurice Chevalier;Ma Regulière;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153067;Mistinguett;La Java De Doudoune;['fr', 'french'];['en', 'english'];en;english;fr;french
153074;Gesky;Quand Refleuriront Les Lilas Blancs;['fr', 'french'];['af', 'afrikaans'];af;afrikaans;fr;french
153091;Marie Dubas;C'est Si Bon Quand C'est Défendu;['fr', 'french'];['eo', 'esperanto'];eo;esperanto;fr;french
153115;Dorville;Palmyre;['fr', 'french'];['en', 'english'];en;english;fr;french
153136;Richard Strauss,London Philharmonic Orchestra;Le Bourgeois Gentilhomme – Suite Op.60: II Minuet;['fr', 'french'];['en', 'english'];en;english;fr;french
153170;Richard Strauss,London Philharmonic Orchestra;Le Bourgeois Gentilhomme – Suite Op.60: IV Entrance and Dance of the Tailors;['fr', 'french'];['en', 'english'];en;english;fr;french
153179;Georgius;On L'appelait Fleur Des Fortifs;['fr', 'french'];['la', 'latin'];la;latin;fr;french
153184;Joe Quartz;Ballade;['fr', 'french'];['en', 'english'];en;english;fr;french
153245;Joséphine Baker;J'ai Deux Amours;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153257;M. Malloire;Rosalie Est Partie;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153263;Lucienne Boyer;Dans La Fumée;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153275;Jean Sablon;Cette Chanson Est Pour Vous Madame;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153289;Berthe Sylva;Le Petit Bosco;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153489;Pablo de Sarasate,Ossy Renardy;Zapateado (Danse espagnole No. 6), Op. 23 No. 2;['fr', 'french'];['zh-CN', 'chinese (simplified)'];zh-CN;chinese (simplified);fr;french
153612;Igor Stravinsky,Mexico Symphony Orchestra;Divertimento from Le Baiser de la fée: III. Scherzo;['fr', 'french'];['en', 'english'];en;english;fr;french
153711;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Mélodies (2006 Digital Remaster), Chansons de Bilitis (Louÿs): La Chevelure;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153721;"""Vincent d'Indy"", 'Pierre Monteux";Symphony No. 2 in B-Flat Major, Op. 57: IV. Lent - Modéré et solennel - Assez vif;['fr', 'french'];['fr', 'french'];fr;french;fr;french
153729;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act III, Scene One: Je les noue, je les noue aux branches du saule (Pelléas/Mélisande/Golaud);['fr', 'french'];['fr', 'french'];fr;french;fr;french
153731;Nikolai Rimsky-Korsakov,Pierre Monteux;Le coq d'or: Cortège des noces - Remastered;['fr', 'french'];['en', 'english'];en;english;fr;french
153735;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act IV, Scene One: Où vas-tu? Il faut que je te parle ce soir (Pelléas/Mélisande);['fr', 'french'];['fr', 'french'];fr;french;fr;french
153752;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Attention: je crois... (Le médecin/Mélisande/Arkel);['fr', 'french'];['fr', 'french'];fr;french;fr;french
153757;Maurice Ravel,Claudio Arrau;Gaspard de la nuit, M. 55: I. Ondine;['fr', 'french'];['en', 'english'];en;english;fr;french
153758;Claude Debussy,Roger Desormière/Choeurs Yvonne Gouverné/Orchestre Symphonique de Paris,Roger Desormiere,Orchestre Symphonique De Paris;Pelléas et Mélisande (2006 Digital Remaster), Act V, Scene: Attention....attention (Arkel/Le médecin);['fr', 'french'];['fr', 'french'];fr;french;fr;french
153787;Claude Debussy,Oscar Levant;Préludes, Livre 1, L. 117: VIII. La fille aux cheveux de lin (Remastered);['fr', 'french'];['en', 'english'];en;english;fr;french
153808;Claude Debussy,Oscar Levant;Préludes, Livre 1, L. 117: V. Les collines d'Anacapri. Tres modéré (Remastered);['fr', 'french'];['en', 'english'];en;english;fr;french
153961;AmaIia Rodriguez;Ai Mouraria;['fr', 'french'];['en', 'english'];en;english;fr;french
154023;Claude Debussy,Robert Casadesus;Images, Book II, L. 111: II. Et la lune descend sur le temple qui fut. Lent;['fr', 'french'];['en', 'english'];en;english;fr;french
154024;Claude Debussy,Robert Casadesus;Préludes, Livre 2, L. 123: 5. Bruyères. Calme - Doucement expressif;['fr', 'french'];['en', 'english'];en;english;fr;french
154037;Jacques Offenbach,Andre Kostelanetz;Les contes d'Hoffmann: Barcarolle;['fr', 'french'];['de', 'german'];de;german;fr;french
154050;Claude Debussy,Robert Casadesus,Gaby Casadesus;Six épigraphes antiques, L. 131: V. Pour l'Égyptienne;['fr', 'french'];['en', 'english'];en;english;fr;french
154051;Claude Debussy,Robert Casadesus;Children's Corner, L. 113: V. The Little Shepherd. Très modéré;['fr', 'french'];['en', 'english'];en;english;fr;french
154058;Maurice Ravel,Pierre Monteux;Valses nobles et sentimentales, M. 61: II. Assez lent;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154070;Claude Debussy,Robert Casadesus;Estampes, L. 100: 3. Jardins sous la pluie;['fr', 'french'];['en', 'english'];en;english;fr;french
154072;Claude Debussy,Robert Casadesus;Images, Book II, L. 111: I. Cloches à travers les feuilles. Lent;['fr', 'french'];['en', 'english'];en;english;fr;french
154073;Georges Auric,Roger Desormières;Transfiguration de la Bête - Version originale de 1946;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154183;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Sacrifice: Glorification of the Choosen One;['fr', 'french'];['en', 'english'];en;english;fr;french
154186;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Sacrifice: Sacrificial Dance (Chosen One);['fr', 'french'];['en', 'english'];en;english;fr;french
154189;Étienne Lorin,Bourvil;La bonne planque (1964) Ce p'tit air là;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154190;Yves Montand;Amour, Mon Cher Amour;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154195;Paul Misraki,Bourvil;Le Chemin des écoliers (1959) Chanson thème;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154206;Igor Stravinsky,Michael Tilson Thomas;Le sacre du printemps (The Rite of Spring): Première partie: L'adoration de la terre (Part I: Adoration of the Earth): Jeu du rapt (Ritual of Abduction);['fr', 'french'];['en', 'english'];en;english;fr;french
154220;Igor Stravinsky,Eugene Ormandy;Stravinsky: Le sacre du printemps (The Rite of Spring): Le sacre du printemps: The Sacrifice: Summoning of the Ancients;['fr', 'french'];['en', 'english'];en;english;fr;french
154223;Igor Stravinsky,Pierre Boulez,Cleveland Orchestra;"Le sacre du printemps (1947 version): Pt. 1 ""Adoration of the Earth"", Dance of the Earth";['fr', 'french'];['en', 'english'];en;english;fr;french
154244;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 7. Le sage;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
154246;Igor Stravinsky,Pierre Boulez,Cleveland Orchestra;"Le sacre du printemps (1947 version): Pt. 2 ""The Sacrifice"", Glorification of the Chosen One";['fr', 'french'];['en', 'english'];en;english;fr;french
154251;Colette,René-Maurice Picard;La peur du micro;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154258;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps / Part 1: L'Adoration de la Terre: 4. Rondes printanières;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
154265;Yves Montand;Métro;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154266;Igor Stravinsky,Concertgebouworkest,Eduard van Beinum;Le Sacre du Printemps / Part 2: Le Sacrifice: 2. Cercles mysteriéux des adolescentes;['fr', 'french'];['nl', 'dutch'];nl;dutch;fr;french
154291;Veronica Gonzalez Day;Les Momes de la cloche;['fr', 'french'];['en', 'english'];en;english;fr;french
154299;André Gide,Jean Amrouche;"La Roque. Les salons littéraires. ""Le traité du Narcisse""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
154309;Fromental Halévy,Richard Tucker,Pierre Dervaux;"La Juive: ""Rachel! Quand du seigneur"" - Remasterd 2013";['fr', 'french'];['en', 'english'];en;english;fr;french
154331;Jules Massenet,Richard Tucker,Pierre Dervaux;"Manon: ""Ah Fuyez, douce image"" - Remasterd 2013";['fr', 'french'];['en', 'english'];en;english;fr;french
154340;Alexander Scriabin,Pierre Monteux;"Symphony No. 4 in C Major, Op. 54 ""Le Poème de l'extase"": VII. Lento";['fr', 'french'];['fr', 'french'];fr;french;fr;french
154385;Georges Van Parys,Danielle Darrieux;Madame de... (1952) La comtesse endettée;['fr', 'french'];['af', 'afrikaans'];af;afrikaans;fr;french
154416;Ottorino Respighi,London Symphony Orchestra,Ernest Ansermet;La boutique fantasque, P. 120 (after Rossini): Introduction - Mazurka - Scene;['fr', 'french'];['en', 'english'];en;english;fr;french
154560;Georges Bizet,Fritz Reiner;Carmen: Act I: Que se passe-t-il donc là-bas?;['fr', 'french'];['de', 'german'];de;german;fr;french
154617;Claude Debussy,Pierre Monteux;Images pour orchestre, L. 122: I. Gigues;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154668;"Claude Debussy,Suzanne Danco,Pierre Mollet', ""L'Orchestre de la Suisse Romande"", 'Ernest Ansermet";"Pelléas et Mélisande, L.88 / Act 3: ""Mes longs cheveux descendent""";['fr', 'french'];['fr', 'french'];fr;french;fr;french
154669;Claude Debussy,Pierre Monteux;Images pour orchestre, L. 122: III. Rondes de printemps;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154693;Jean-Philippe Rameau,Robert Casadesus;Suite in D Major, RCT 3, No. 11: Les Niais de Sologne;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154706;Hector Berlioz,Arturo Toscanini;Harold en Italie, Op. 16, H. 68: II. Marche de pélerins chantant la prière du soir;['fr', 'french'];['en', 'english'];en;english;fr;french
154732;Claude Debussy,Jacques Jansen,Jacqueline Bonneau;Le Promenoir des deux amants, L.118: 3. Je tremble en voyant ton visage;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154739;Claude Debussy,Walter Gieseking;Debussy: 12 Études, L. 143, L. 136: IX. Pour les notes répétées;['fr', 'french'];['en', 'english'];en;english;fr;french
154745;Gilbert Bécaud;Laissez faire, laissez dire;['fr', 'french'];['fr', 'french'];fr;french;fr;french
154766;Claude Debussy,Walter Gieseking;Debussy: 12 Études, L. 143, L. 136: VII. Pour les degrés chromatiques;['fr', 'french'];['en', 'english'];en;english;fr;french
