;artists;Title;popularity;Title language FULL;rank;Language Specific Popularity
196;Federico Moreno Torroba,Vicente Gomez,Guillermo Gomez;Fandanguillo;0;chinese (simplified);1.0;1.0
118964;Issachar Miron,Yechiel Haggiz,Julius Grossman,Richard Tucker,Sholom Secunda;Shir Hacheirut (Song of Liberation);0;chinese (simplified);1.0;1.0
118695;紫薇;願嫁漢家郎;0;chinese (simplified);1.0;1.0
33557;Lata Mangeshkar;Piya Main To Huyi Bawri;0;chinese (simplified);1.0;1.0
118689;崔萍;要問問你;0;chinese (simplified);1.0;1.0
118682;紫薇;憶良人;0;chinese (simplified);1.0;1.0
118614;崔萍;重逢;0;chinese (simplified);1.0;1.0
118356;葛蘭;胭脂虎;0;chinese (simplified);1.0;1.0
33473;Mayukh Hazarika;Jiri Jiri Je;0;chinese (simplified);1.0;1.0
118173;周璇;夢;0;chinese (simplified);1.0;1.0
117905;Kalyani,Kantilal;Pa Li Maine Pa Li;0;chinese (simplified);1.0;1.0
117504;Jack Jackson & His Orchestra;Ding! Dong! Ding!;0;chinese (simplified);1.0;1.0
117421;Damia;J'ai Bu;0;chinese (simplified);1.0;1.0
117202;Stratos Pagioumtzis;Ta soferakia;0;chinese (simplified);1.0;1.0
117155;Sotiris Stasinopoulos;Tzane M Potame Mou;0;chinese (simplified);1.0;1.0
33608;Asha Bhosle;Jin Dhyao Tin Payo;0;chinese (simplified);1.0;1.0
116930;Pontsho Loco,Toy,Proditjie;Dia Bowa;0;chinese (simplified);1.0;1.0
33110;Sheela;O Banke Topi Wale Ji;0;chinese (simplified);1.0;1.0
32937;Asha Bhosle;Gum Gai Gum Gai;0;chinese (simplified);1.0;1.0
32908;Charlie Chaplin;A Paris Boulevard - Cancan Version;0;chinese (simplified);1.0;1.0
32838;張琍敏;採檳榔;0;chinese (simplified);1.0;1.0
32685;Nikolai Rimsky-Korsakov,Vitya Vronsky,Victor Babin;Sadko: Cradle Song;0;chinese (simplified);1.0;1.0
109360;張琍敏;好春宵;0;chinese (simplified);1.0;1.0
109164;崔萍;我在靜靜等你;0;chinese (simplified);1.0;1.0
109120;崔萍;春的夢;0;chinese (simplified);1.0;1.0
108969;Chinmoy Lahiri;Mago Namami Tang Tarini;0;chinese (simplified);1.0;1.0
108875;Sujan Majhi,Girin Chakraborty;Kutil Samayer Banshi Re;0;chinese (simplified);1.0;1.0
16242;George Mutoo and His Demerara Orchestra,Roaring Lion;Suzi-Qu;0;chinese (simplified);1.0;1.0
16461;Kamala Jharia;Sun Ri Sakhi;0;chinese (simplified);1.0;1.0
16644;崔萍;夜茫茫;0;chinese (simplified);1.0;1.0
16661;崔萍;壞東西;0;chinese (simplified);1.0;1.0
33420;Hesen Zîrek;Turan;0;chinese (simplified);1.0;1.0
33624;Lata Mangeshkar,C. Ramchandra;Zor Laga Le;0;chinese (simplified);1.0;1.0
64043;Lata Mangeshkar;Nako Bolu Re;0;chinese (simplified);1.0;1.0
126644;M. Hershman;R'zei adoshem elohenyi;0;chinese (simplified);1.0;1.0
137293;Sotiris Stasinopoulos;Mori tosupitsa tou papa;0;chinese (simplified);1.0;1.0
137256;Mestizo musicians of Jauja with bass and flutes;Chunguinada (Mestizo Dance);0;chinese (simplified);1.0;1.0
136996;張琍敏;月落烏啼;0;chinese (simplified);1.0;1.0
136975;張琍敏;恨不鍾情在當年;0;chinese (simplified);1.0;1.0
136719;崔萍;跟你伴侶相對;0;chinese (simplified);1.0;1.0
136706;紫薇;得不到的愛情;0;chinese (simplified);1.0;1.0
136642;NNN;///;0;chinese (simplified);1.0;1.0
63265;周璇;兩條路上;0;chinese (simplified);1.0;1.0
136523;Pran;Dol Gai Han Dol Gai;0;chinese (simplified);1.0;1.0
136509;葛蘭;金玉盟;0;chinese (simplified);1.0;1.0
136412;Shobhana Samarth,Kantilal;Ada Se Tan Ke Baiyhe Hai;0;chinese (simplified);1.0;1.0
136083;Apocolothoth;________;0;chinese (simplified);1.0;1.0
135839;Federico Moreno Torroba,Vicente Gomez,Guillermo Gomez;Suite Castellana: Fandanguillo;0;chinese (simplified);1.0;1.0
135825;Maurice Chevalier;Mimi;0;chinese (simplified);1.0;1.0
135632;Leroy Carr;Bobo Stomp;0;chinese (simplified);1.0;1.0
63271;Stellakis Perpiniadis;Argile Mou;0;chinese (simplified);1.0;1.0
128680;S. Mkrtchian with folk instrumental ensemble;Gezals Khrove (Folk Song);0;chinese (simplified);1.0;1.0
126708;Bedana Dasi;Goyla Didi Lo;0;chinese (simplified);1.0;1.0
127081;Dhirendranath Das;Ore De Dol De Dol;0;chinese (simplified);1.0;1.0
127568;Francisco Canaro,Francisco Amor;Tanguano - Remasterizado;0;chinese (simplified);1.0;1.0
127712;葛蘭;有人對我說;0;chinese (simplified);1.0;1.0
127718;Rajkumari,Tara;Chachi Ji Mori Chuha;0;chinese (simplified);1.0;1.0
127770;Aarti Mukherji,Amit Kumar;Danrao Danrao;0;chinese (simplified);1.0;1.0
16704;崔萍;夢裡相思;0;chinese (simplified);1.0;1.0
63783;Unspecified;Afeduani Song;0;chinese (simplified);1.0;1.0
128179;張琍敏;花好月圓;0;chinese (simplified);1.0;1.0
128296;Suraiya;Dupatta Rang De Mera;0;chinese (simplified);1.0;1.0
128402;Mangala Narwekar,Vinod Kumar;Hai Hai Re Hai;0;chinese (simplified);1.0;1.0
128430;Tasia Verra;Ta arrovoniasmata;0;chinese (simplified);1.0;1.0
128440;Pirgaki Filio;Tou Anroutsou h mana;0;chinese (simplified);1.0;1.0
79083;Umm Kulthum;Li Lathaton;0;chinese (simplified);1.0;1.0
63582;Fig;Linya;0;chinese (simplified);1.0;1.0
16707;紫薇;小時候;0;chinese (simplified);1.0;1.0
16896;張琍敏;十八姑娘一朵花;0;chinese (simplified);1.0;1.0
17044;Manabendra Mukherjee;Sammer Gaan Gai;0;chinese (simplified);1.0;1.0
70808;崔萍;深閨夢裡人;0;chinese (simplified);1.0;1.0
70822;紫薇;黃葉舞秋風;0;chinese (simplified);1.0;1.0
90489;張琍敏;待嫁女兒心;0;chinese (simplified);1.0;1.0
70842;崔萍;寄語東風輕輕吹;0;chinese (simplified);1.0;1.0
70844;紫薇;午夜香吻;0;chinese (simplified);1.0;1.0
70890;Lata Mangeshkar;So Ja Mere Nanhe;0;chinese (simplified);1.0;1.0
71366;Martha Schlamme;Bei Mondenschein;0;chinese (simplified);1.0;1.0
90201;Alberto Gomez;Isla de Capri;0;chinese (simplified);1.0;1.0
90145;Rina Celi y Orquesta;Bugui Bugui;0;chinese (simplified);1.0;1.0
90045;M. K. Thyagaraja Bhagavathar;Sithaye Ye Sithaye;0;chinese (simplified);1.0;1.0
25600;Percy Faith & His Orchestra;God Rest Ye Merry, Gentlemen;0;chinese (simplified);1.0;1.0
89930;Mina;Chopin cha cha;0;chinese (simplified);1.0;1.0
89854;Ashik Hussain;Bansi Baja Re;0;chinese (simplified);1.0;1.0
25115;Geeta Dutt;Bolo Mara Nandanba;0;chinese (simplified);1.0;1.0
24918;張琍敏;何日君再來;0;chinese (simplified);1.0;1.0
24853;Naseem Bano;O Chand Idd Ke;0;chinese (simplified);1.0;1.0
24763;S. D. Batish;Do Zulmi Naina Maar Gai;0;chinese (simplified);1.0;1.0
24476;Giorgos Papasideris,Klarino-Antonis Lavidas;Protomagia moy ta'rikses;0;chinese (simplified);1.0;1.0
24519;周璇;董小宛;0;chinese (simplified);1.0;1.0
88007;J Balvin;Bobo;0;chinese (simplified);1.0;1.0
88091;Gaby Montbreuse;Le Roudoudou;0;chinese (simplified);1.0;1.0
88167;George Olsen;Sally Lou;0;chinese (simplified);1.0;1.0
88579;"""Marcel's""";Le Tango De Lola;0;chinese (simplified);1.0;1.0
97822;Ignacio Corsini;Shangai Bay - Remasterizado;0;chinese (simplified);1.0;1.0
88830;The Carver Boys;Wang Wang Harmonica Blues;0;chinese (simplified);1.0;1.0
89559;Cristian Vasile;Nu!;0;chinese (simplified);1.0;1.0
89562;Jean Moscopol;Lili, lulu, lola, lala;0;chinese (simplified);1.0;1.0
89571;Francisco Canaro,Roberto Maida;Ti Pi Tin - Remasterizado;0;chinese (simplified);1.0;1.0
89581;Maya Basu;Manochorar Banshi;0;chinese (simplified);1.0;1.0
24692;紫薇;魂縈舊夢;0;chinese (simplified);1.0;1.0
24723;崔萍;愛的園地;0;chinese (simplified);1.0;1.0
89168;Kamala Jharia;O Bidesi Bandhu;0;chinese (simplified);1.0;1.0
63244;周璇;鳳凰于飛 - 一;0;chinese (simplified);1.0;1.0
98231;Roza Eskenazi;H Rina tou pappa;0;chinese (simplified);1.0;1.0
98981;Umm Kulthum;Ya Magd;0;chinese (simplified);1.0;1.0
17111;Narayan Dutt;Gulli Danda;0;chinese (simplified);1.0;1.0
17334;Unspecified;Ishiya-bushi;0;chinese (simplified);1.0;1.0
17479;Athanase Sika;Olo Lo Hwanthe Nin Min;0;chinese (simplified);1.0;1.0
17511;Athanase Sika;N Paha Yi;0;chinese (simplified);1.0;1.0
32672;崔萍;重相逢;0;chinese (simplified);1.0;1.0
32643;崔萍;昨夜夢中;0;chinese (simplified);1.0;1.0
32640;紫薇;夢中人;0;chinese (simplified);1.0;1.0
108123;Kakkia Mendri,Lidia Likiardopoulou;Klapse tora pia ke mi gelas;0;chinese (simplified);1.0;1.0
108043;Roy Fox;Lou'siana Lullaby;0;chinese (simplified);1.0;1.0
107947;Tabet,Pills,Mireille;La Partie De Bridge;0;chinese (simplified);1.0;1.0
107753;K Mullick;Bagichay Bulbuli Tui;0;chinese (simplified);1.0;1.0
107693;Mixalis Thomakos;Mama;0;chinese (simplified);1.0;1.0
107667;Shorty Bralik,ParkPlace Swagg;Gang Bang;0;chinese (simplified);1.0;1.0
107577;Mohammed Abdel Wahab;Ya Naama;0;chinese (simplified);1.0;1.0
107452;Francisco Canaro;La Cieguita de Florida - Instrumental (Remasterizado);0;chinese (simplified);1.0;1.0
107359;Francisco Canaro;Chin-Chu-Lin - Instrumental (Remasterizado);0;chinese (simplified);1.0;1.0
32630;崔萍;狂歡曲;0;chinese (simplified);1.0;1.0
70783;崔萍;我的一顆心;0;chinese (simplified);1.0;1.0
70762;紫薇;戀痕;0;chinese (simplified);1.0;1.0
99253;Giorgos Papasideris;Th afiso genia ke malia;0;chinese (simplified);1.0;1.0
99444;葛蘭;尋夢曲;0;chinese (simplified);1.0;1.0
70697;Rita Ampatzi,Dimitris Semsis,Violi;Ta leromena t'aplita;0;chinese (simplified);1.0;1.0
32563;葛蘭;蝴蝶夫人;0;chinese (simplified);1.0;1.0
98930;Bashir Qawal;Mori Naiya Dagmag Dole;0;chinese (simplified);1.0;1.0
99717;Arun Kumar;Bedard Ka Bulao;0;chinese (simplified);1.0;1.0
99927;Sandhya Mukherjee;Mor Gaan Gun Gun;0;chinese (simplified);1.0;1.0
99959;張琍敏;玫瑰玫瑰我愛你;0;chinese (simplified);1.0;1.0
99986;張琍敏;斷腸紅;0;chinese (simplified);1.0;1.0
100025;Rajkumari;Shaheldi Re;0;chinese (simplified);1.0;1.0
100097;Shyamal Mitra,Tarun Banerjee;Marubijayer Ketan Urao;0;chinese (simplified);1.0;1.0
32616;Shamim Akhtar;Lao To Zara Dil Ko;0;chinese (simplified);1.0;1.0
99765;崔萍;藍色的月光;0;chinese (simplified);1.0;1.0
63180;Takis Nikolaou;Ta sparmatseta;0;chinese (simplified);1.0;1.0
63470;Lata Mangeshkar;Nalle Lambi Te Nale Kali;0;chinese (simplified);1.0;1.0
56719;Lata Mangeshkar;Suno Suno Suno Ji;0;chinese (simplified);1.0;1.0
48288;紫薇;秋夜;0;chinese (simplified);1.0;1.0
162272;葛蘭;送別;0;chinese (simplified);1.0;1.0
48306;紫薇;回想曲;0;chinese (simplified);1.0;1.0
48829;Tarun Banerjee;Aar Deri Nei;0;chinese (simplified);1.0;1.0
161776;Sylvia de Grasse,Avelino Muñoz;El Candao;0;chinese (simplified);1.0;1.0
48877;Luigi Cherubini,Arturo Toscanini;Ali-Baba: Overture;0;chinese (simplified);1.0;1.0
154614;Tarun Banerjee;Mor Malanche Basanta Nai Re Nai;0;chinese (simplified);1.0;1.0
154506;Cisco Houston;Whoopie Ti-Yi-Yo, Get Along Little Dogies;0;chinese (simplified);1.0;1.0
154490;Unspecified;Chang Poo Ta Ryong;0;chinese (simplified);1.0;1.0
154473;Ioannis Xristou;Ai genneai pasai;0;chinese (simplified);1.0;1.0
154454;Sholom Secunda,Richard Tucker;Yiru Eineinu (Evening Prayer);0;chinese (simplified);1.0;1.0
154158;Luis Rovira y su Orquesta;Fandanguillo en Jazz;0;chinese (simplified);1.0;1.0
154140;Lead Belly;Julie Ann Johnson;0;chinese (simplified);1.0;1.0
162304;Mina;Y de hai;0;chinese (simplified);1.0;1.0
63172;Roza Eskenazi;Lili h skandaliara;0;chinese (simplified);1.0;1.0
153938;崔萍;我想你;0;chinese (simplified);1.0;1.0
153903;崔萍;傷別;0;chinese (simplified);1.0;1.0
153902;崔萍;愛的故事;0;chinese (simplified);1.0;1.0
49171;Red Camp;Lulu;0;chinese (simplified);1.0;1.0
153812;葛蘭;唱出我的心願;0;chinese (simplified);1.0;1.0
153692;Robin Majumdar;Nana Ranger Din Guli;0;chinese (simplified);1.0;1.0
153669;Dimitris Arapakis;Marathikan Ta Hilakia Mou;0;chinese (simplified);1.0;1.0
153614;Giorgos Kavouras;Mana mi me katariesai;0;chinese (simplified);1.0;1.0
153610;Pankaj Mullick;Banshi Tui Baja Rakhal;0;chinese (simplified);1.0;1.0
55787;Dimitris Arapakis;Galiantra Mou;0;chinese (simplified);1.0;1.0
55808;周璇;想郎;0;chinese (simplified);1.0;1.0
55815;Markos Vamvakaris;1912;0;chinese (simplified);1.0;1.0
146267;Sholom Secunda,Richard Tucker;Yiru Eineinu (Evening Prayer);0;chinese (simplified);1.0;1.0
153943;崔萍;愛的心聲;0;chinese (simplified);1.0;1.0
145838;Premlata Nayak;Hanre Koyaldi;0;chinese (simplified);1.0;1.0
162337;崔萍;甜蜜的夢;0;chinese (simplified);1.0;1.0
162378;紫薇;相思河畔;0;chinese (simplified);1.0;1.0
463;葛蘭;卡門 - 藝術歌曲版;0;chinese (simplified);1.0;1.0
41374;Umeno Tajima accompanied by Eikichi Kazari;Rankan Bashi Bushi;0;chinese (simplified);1.0;1.0
653;紫薇;戀之火;0;chinese (simplified);1.0;1.0
660;Harishchandra Bali;Rang Rangilee Duniya Mein;0;chinese (simplified);1.0;1.0
825;Rajkumari;He Chandliya;0;chinese (simplified);1.0;1.0
871;Suraiya;Mohe Mera Bachpan La De Balma;0;chinese (simplified);1.0;1.0
41316;Octavio Corvalan;Subo, Subo (Indian Song);0;chinese (simplified);1.0;1.0
41116;Shamshad Begum;Dil De Do Ya Dil Le Jao;0;chinese (simplified);1.0;1.0
40645;Veronica Gonzalez Day;Pichi;0;chinese (simplified);1.0;1.0
40638;紫薇;蘭閨夜寂;0;chinese (simplified);1.0;1.0
40624;崔萍;溜走了愛情;0;chinese (simplified);1.0;1.0
40600;崔萍;臉兒甜如糖;0;chinese (simplified);1.0;1.0
40506;葛蘭;海上良宵;0;chinese (simplified);1.0;1.0
162364;崔萍;我有一副對;0;chinese (simplified);1.0;1.0
40436;Rita Ampatzi;Nixta kai mera kartero;0;chinese (simplified);1.0;1.0
48061;Stratos Pagioumtzis;Ta tsagarakia;0;chinese (simplified);1.0;1.0
48143;Rita Ampatzi;Nixta kai mera kartero;0;chinese (simplified);1.0;1.0
163176;Pearl Bailey;Say Si Si;0;chinese (simplified);1.0;1.0
163103;Unspecified;Jaqunu Song;0;chinese (simplified);1.0;1.0
163096;Hugh Tracey;Chief Gideon Magak - Luo Tribe;0;chinese (simplified);1.0;1.0
163054;Lallubhai,Bhikhu;Hun To Thooloni Dali;0;chinese (simplified);1.0;1.0
162865;Lord Melody;Mama Wan' Me;0;chinese (simplified);1.0;1.0
162657;Harry Gold & His Pieces Of Eight;Dixie;0;chinese (simplified);1.0;1.0
162573;張琍敏;我有一段情;0;chinese (simplified);1.0;1.0
162566;張琍敏;岷江夜曲;0;chinese (simplified);1.0;1.0
162414;崔萍;梅花夢;0;chinese (simplified);1.0;1.0
162407;紫薇;不了情;0;chinese (simplified);1.0;1.0
162390;崔萍;在我們小時候;0;chinese (simplified);1.0;1.0
48046;Giorgos Papasideris;Mera Ke Nihta Me To Ntoufeki;0;chinese (simplified);1.0;1.0
145697;Bourvil;Le Capitan (1960) Baladin;0;chinese (simplified);1.0;1.0
153958;崔萍;戀痕;0;chinese (simplified);1.0;1.0
79221;K Mullick;Nabami Nishi Pohalo;0;chinese (simplified);1.0;1.0
9171;Sakis Pippidis;Tsaxpinoula mou;0;chinese (simplified);1.0;1.0
9157;Tasia Verra;Mi me maloneis mana mou;0;chinese (simplified);1.0;1.0
145275;Mina;Y de hai;0;chinese (simplified);1.0;1.0
145088;Roza Eskenazi;Lili h skandaliara;0;chinese (simplified);1.0;1.0
8957;Dilip Kumar;Gun Gavo;0;chinese (simplified);1.0;1.0
8911;Anasuya Mukherjee;Eso Haimantika;0;chinese (simplified);1.0;1.0
145086;Kostas Roukounas,I. Dragatsis,Klarino;Steko kai sillogizomai;0;chinese (simplified);1.0;1.0
8660;崔萍;寄給心裏人;0;chinese (simplified);1.0;1.0
145080;Giorgos Papasideris,Antonis Lavidas-klarino;Protomagia moy ta'rikses;0;chinese (simplified);1.0;1.0
145034;Rita Ampatzi;Ta Leromena T Aplita;0;chinese (simplified);1.0;1.0
8316;Ioannis Panagiotopoulos;Pos Ta Pernate Vlahisses;0;chinese (simplified);1.0;1.0
8649;紫薇;恨不相逢未嫁時;0;chinese (simplified);1.0;1.0
145656;Mukesh,Shamshad Begum;Moti Chugne Gai Re;0;chinese (simplified);1.0;1.0
8439;Stratos Pagioumtzis;Ta Tsagarakia;0;chinese (simplified);1.0;1.0
55923;崔萍;今宵多珍重;0;chinese (simplified);1.0;1.0
8561;葛蘭;我愛恰恰;0;chinese (simplified);1.0;1.0
8467;L. Royvas;Ta piran vlaxa m';0;chinese (simplified);1.0;1.0
9214;Kostas Skafidas;Mh me maloneis mana mou;0;chinese (simplified);1.0;1.0
9245;Trilok Kapoor;Husn-Bahar Wai Wai;0;chinese (simplified);1.0;1.0
8502;Rita Ampatzi;Potame Tzane mou potame mou;0;chinese (simplified);1.0;1.0
145419;紫薇;當我們小的時候;0;chinese (simplified);1.0;1.0
145417;崔萍;相思河畔;0;chinese (simplified);1.0;1.0
145636;張琍敏;小小羊兒要回家;0;chinese (simplified);1.0;1.0
145336;Bando Da Luna,Carmen Miranda;I, Yi, Yi, Yi, Yi I Like You Very Much;0;chinese (simplified);1.0;1.0
56153;Group of Wadjiginy;Nyindi-Yindi Corroboree;0;chinese (simplified);1.0;1.0
56547;Lata Mangeshkar;Yeh Duniya Banai Hai;0;chinese (simplified);1.0;1.0
56439;Clive Richardson;Chiming Strings;0;chinese (simplified);1.0;1.0
56234;Ioannis Xristou;Ta pathi ta septa;0;chinese (simplified);1.0;1.0
145028;Takis Nikolaou;Ta sparmatseta;0;chinese (simplified);1.0;1.0
145398;崔萍;第二夢;0;chinese (simplified);1.0;1.0
56320;Unspecified;Cha Jin Nong Poo Ga;0;chinese (simplified);1.0;1.0
99311;Ying Yin Wu;永別了我的郎;1;chinese (simplified);2.0;2.0
40697;張琍敏;天涯歌女;1;chinese (simplified);2.0;2.0
99255;Ying Yin Wu;清明的月;1;chinese (simplified);2.0;2.0
404;Ying Yin Wu;風流債;1;chinese (simplified);2.0;2.0
70730;周璇;採檳榔;1;chinese (simplified);2.0;2.0
24518;Ying Yin Wu;我想忘了你;1;chinese (simplified);2.0;2.0
24490;周璇;合家歡;1;chinese (simplified);2.0;2.0
371;周璇;凱旋歌;1;chinese (simplified);2.0;2.0
8507;Ying Yin Wu;隴上一朵玫瑰;1;chinese (simplified);2.0;2.0
70746;周璇;交換;1;chinese (simplified);2.0;2.0
432;Ying Yin Wu;醉酒;1;chinese (simplified);2.0;2.0
8676;紫薇;明月千里寄相思;1;chinese (simplified);2.0;2.0
63327;Lowell Fulson;San Francisco Blues;1;chinese (simplified);2.0;2.0
162426;紫薇;母親您在何方;1;chinese (simplified);2.0;2.0
8692;紫薇;晚霞;1;chinese (simplified);2.0;2.0
98724;Lead Belly;De Kalb Blues (144-B);1;chinese (simplified);2.0;2.0
136285;周璇;憶良人;1;chinese (simplified);2.0;2.0
136336;周璇;高崗上;1;chinese (simplified);2.0;2.0
90501;張琍敏;鳳凰于飛;1;chinese (simplified);2.0;2.0
162356;紫薇;今宵多珍重;1;chinese (simplified);2.0;2.0
9140;Maryline Garcia & Christophe da Silva;Chibinha;1;chinese (simplified);2.0;2.0
24660;崔萍;明月幾時有;1;chinese (simplified);2.0;2.0
136761;崔萍;心戀;1;chinese (simplified);2.0;2.0
136725;紫薇;江水向東流;1;chinese (simplified);2.0;2.0
24920;張琍敏;明月千里寄相思;1;chinese (simplified);2.0;2.0
552;葛蘭;將來是個謎;1;chinese (simplified);2.0;2.0
163271;Cuco Sánchez;La San Marqueña;1;chinese (simplified);2.0;2.0
99484;葛蘭;今宵樂;1;chinese (simplified);2.0;2.0
8495;周璇;百花歌;1;chinese (simplified);2.0;2.0
145383;紫薇;岷江夜曲;1;chinese (simplified);2.0;2.0
153875;崔萍;回想曲;1;chinese (simplified);2.0;2.0
118819;Gene Autry;Dixie Cannonball;1;chinese (simplified);2.0;2.0
153894;崔萍;總有一天等到你;1;chinese (simplified);2.0;2.0
55792;Ying Yin Wu;送郎一朵牽牛花;1;chinese (simplified);2.0;2.0
145271;葛蘭;廟院鐘聲;1;chinese (simplified);2.0;2.0
55896;紫薇;痴痴地等;1;chinese (simplified);2.0;2.0
153863;葛蘭;我要飛上青天;1;chinese (simplified);2.0;2.0
145578;張琍敏;三年;1;chinese (simplified);2.0;2.0
32637;紫薇;春風吻上我的臉;1;chinese (simplified);2.0;2.0
117316;Sexteto Habanero;Guantanamo;1;chinese (simplified);2.0;2.0
127358;Lead Belly;Julie Ann Johnson;1;chinese (simplified);2.0;2.0
153849;葛蘭;薔薇訴願;1;chinese (simplified);2.0;2.0
127666;白光;今晚且流連;1;chinese (simplified);2.0;2.0
161764;Sofia Iatridou;Ziliara Mou;1;chinese (simplified);2.0;2.0
162077;周璇;拷紅;1;chinese (simplified);2.0;2.0
32594;白光;山歌;1;chinese (simplified);2.0;2.0
162119;Ying Yin Wu;當初見到你;1;chinese (simplified);2.0;2.0
8450;周璇;星心相印;1;chinese (simplified);2.0;2.0
55839;周璇;龍華的桃花;1;chinese (simplified);2.0;2.0
89767;周璇;黃葉舞秋風;2;chinese (simplified);3.0;3.0
108843;Mina;Chihuaha;2;chinese (simplified);3.0;3.0
145304;白光;我是女菩薩;2;chinese (simplified);3.0;3.0
108903;白光;往事如煙;2;chinese (simplified);3.0;3.0
153668;Ying Yin Wu;南風;2;chinese (simplified);3.0;3.0
153615;Ying Yin Wu;樓臺會;2;chinese (simplified);3.0;3.0
24445;Ying Yin Wu;何必相逢;2;chinese (simplified);3.0;3.0
153536;Lead Belly;De Kalb Blues;2;chinese (simplified);3.0;3.0
55821;Ying Yin Wu;小冤家;2;chinese (simplified);3.0;3.0
24507;Ying Yin Wu;爸爸說我沒法嫁;2;chinese (simplified);3.0;3.0
518;白光;黃昏;2;chinese (simplified);3.0;3.0
24536;Mina;Chopin cha cha;2;chinese (simplified);3.0;3.0
24496;Ying Yin Wu;紅燈綠酒夜;2;chinese (simplified);3.0;3.0
24520;Ying Yin Wu;春光無限好;2;chinese (simplified);3.0;3.0
485;白光;禿子溺坑;2;chinese (simplified);3.0;3.0
55812;周璇;莫負青春;2;chinese (simplified);3.0;3.0
80207;葛蘭;不管你是誰;2;chinese (simplified);3.0;3.0
403;周璇;何日君再來 - 二;2;chinese (simplified);3.0;3.0
153378;Frente Popular;Xi Brigada - Remastered;2;chinese (simplified);3.0;3.0
117431;Guandulito;Palo Echao;2;chinese (simplified);3.0;3.0
136547;白光;東山一把情;2;chinese (simplified);3.0;3.0
89791;周璇;西子姑娘 - 一;2;chinese (simplified);3.0;3.0
32623;白光;愛似浮雲;2;chinese (simplified);3.0;3.0
127849;Rina Celi;Mimi Mimosa - Remastered;2;chinese (simplified);3.0;3.0
99432;白光;春光曲;2;chinese (simplified);3.0;3.0
161781;Carl Verheyen;Dixie Walk;2;chinese (simplified);3.0;3.0
99242;周璇;鍾山春;2;chinese (simplified);3.0;3.0
127658;白光;接財神;2;chinese (simplified);3.0;3.0
108650;Lead Belly;De Kalb Blues;2;chinese (simplified);3.0;3.0
108716;Ying Yin Wu;夫妻相罵;2;chinese (simplified);3.0;3.0
127507;Ying Yin Wu;何日再相逢;2;chinese (simplified);3.0;3.0
127478;周璇;漁家女;2;chinese (simplified);3.0;3.0
127421;Ying Yin Wu;好春宵;2;chinese (simplified);3.0;3.0
9413;Shamshad Begum,Lata Mangeshkar,Mohammed Rafi;Gao Tarane Man Ke Ji;2;chinese (simplified);3.0;3.0
118526;Lester Young;Ding Dong - Take 1 / Take 2;2;chinese (simplified);3.0;3.0
136365;Ying Yin Wu;斷腸紅;2;chinese (simplified);3.0;3.0
136369;周璇;真善美;2;chinese (simplified);3.0;3.0
71096;Alberto Beltran;Haida Huo;2;chinese (simplified);3.0;3.0
33725;Frances Archer,Beverly Gile;Can Ye Sew Cushions?;2;chinese (simplified);3.0;3.0
40430;Ying Yin Wu;等情人;2;chinese (simplified);3.0;3.0
40492;白光;送情歌;2;chinese (simplified);3.0;3.0
90014;白光;向王小二拜年;2;chinese (simplified);3.0;3.0
89941;白光;寒夜的街燈;2;chinese (simplified);3.0;3.0
162313;葛蘭;打噴嚏;2;chinese (simplified);3.0;3.0
136552;白光;醉在你懷中;2;chinese (simplified);3.0;3.0
16572;白光;四季歌;2;chinese (simplified);3.0;3.0
153911;崔萍;兩相依;2;chinese (simplified);3.0;3.0
24712;紫薇;我有一段情;3;chinese (simplified);4.0;5.0
32525;Ying Yin Wu;聽我細訴;3;chinese (simplified);4.0;5.0
78351;Paul Whiteman & His Orchestra,Bix Beiderbecke;San;3;chinese (simplified);4.0;5.0
70821;紫薇;情人的眼淚;3;chinese (simplified);4.0;5.0
89750;周璇;四季歌;3;chinese (simplified);4.0;5.0
99510;白光;如果沒有你;3;chinese (simplified);4.0;5.0
89775;周璇;鳳凰于飛 - 二;3;chinese (simplified);4.0;5.0
8574;白光;秋夜;3;chinese (simplified);4.0;5.0
145221;白光;假正經;3;chinese (simplified);4.0;5.0
99658;Lester Young;Ding Dong - Take 3;3;chinese (simplified);4.0;5.0
99425;白光;今夕何夕;3;chinese (simplified);4.0;5.0
88742;Federico Moreno Torroba,Andrés Segovia;Suite Castellana : Fandanguillo;3;chinese (simplified);4.0;5.0
99505;葛蘭;台灣小調;3;chinese (simplified);4.0;5.0
89786;周璇;知音何處尋;3;chinese (simplified);4.0;5.0
136554;白光;魂縈舊夢;3;chinese (simplified);4.0;5.0
118348;白光;天邊一朵雲;3;chinese (simplified);4.0;5.0
162300;白光;相見不恨晚;3;chinese (simplified);4.0;5.0
162245;白光;嘆十聲;3;chinese (simplified);4.0;5.0
17660;Edna St. Vincent Millay;Fatal Interview: Sonnet XI;3;chinese (simplified);4.0;5.0
118692;紫薇;夢裡相思;3;chinese (simplified);4.0;5.0
119274;Hermanas Lima;La Tragedia de Mamulique;4;chinese (simplified);5.0;6.0
162152;周璇;瘋狂世界;4;chinese (simplified);5.0;6.0
1468;Jackie Gleason;Shangri-La;4;chinese (simplified);5.0;6.0
153878;紫薇;月兒彎彎照九州;4;chinese (simplified);5.0;6.0
32884;張琍敏;郎如春日風;4;chinese (simplified);5.0;6.0
128161;張琍敏;大地回春;4;chinese (simplified);5.0;6.0
